Population,Replicate,Treatment,Block,Generation,Female_offspring,Male_offspring,,
18,2,Male,1,11,1,2,,
18,3,Male,1,11,0,0,,
18,4,Male,1,11,0,0,,
18,6,Male,1,11,0,0,,
18,7,Male,1,11,0,0,,
30,1,Control,1,11,3,4,,
30,3,Control,1,11,0,0,,
30,4,Control,1,11,0,0,,
30,6,Control,1,11,0,0,,
30,7,Control,1,11,0,0,,
7,3,Female,1,11,0,0,,
7,4,Female,1,11,0,0,,
7,5,Female,1,11,0,0,,
7,6,Female,1,11,0,0,,
7,8,Female,1,11,0,0,,
19,1,Male,1,11,14,16,,
19,3,Male,1,11,0,0,,
19,5,Male,1,11,0,0,,
19,6,Male,1,11,0,0,,
19,8,Male,1,11,0,0,,
31,4,Control,1,11,0,0,,
31,5,Control,1,11,0,0,,
31,6,Control,1,11,0,0,,
31,7,Control,1,11,0,0,,
31,8,Control,1,11,0,0,,
8,3,Female,1,11,0,0,,
8,4,Female,1,11,0,0,,
8,7,Female,1,11,1,2,,
8,10,Female,1,11,0,0,,
20,2,Male,1,11,0,0,,
20,4,Male,1,11,0,0,,
20,5,Male,1,11,0,0,,
20,6,Male,1,11,0,0,,
20,7,Male,1,11,0,0,,
32,2,Control,1,11,0,0,,
32,3,Control,1,11,0,0,,
32,4,Control,1,11,0,0,,
32,5,Control,1,11,0,0,,
32,6,Control,1,11,0,0,,
9,1,Female,1,11,0,0,,
9,2,Female,1,11,0,0,,
9,4,Female,1,11,0,0,,
9,5,Female,1,11,0,0,,
9,6,Female,1,11,0,0,,
21,1,Male,1,11,0,0,,
21,2,Male,1,11,0,0,,
21,3,Male,1,11,29,16,,
21,5,Male,1,11,0,0,,
21,7,Male,1,11,0,0,,
33,4,Control,1,11,0,0,,
33,5,Control,1,11,0,0,,
33,7,Control,1,11,0,0,,
33,8,Control,1,11,0,0,,
10,2,Female,1,11,0,0,,
10,3,Female,1,11,0,0,,
10,4,Female,1,11,0,0,,
10,5,Female,1,11,0,0,,
10,6,Female,1,11,0,0,,
22,3,Male,1,11,0,0,,
22,6,Male,1,11,1,1,,
22,8,Male,1,11,0,0,,
22,9,Male,1,11,0,0,,
34,1,Control,1,11,0,0,,
34,2,Control,1,11,0,0,,
34,3,Control,1,11,0,0,,
34,5,Control,1,11,0,0,,
34,6,Control,1,11,0,0,,
1,1,Female,1,11,0,0,,
1,4,Female,1,11,0,0,,
1,5,Female,1,11,0,0,,
1,6,Female,1,11,1,1,,
1,8,Female,1,11,0,0,,
13,1,Male,1,11,19,21,,
13,2,Male,1,11,0,0,,
13,4,Male,1,11,0,0,,
13,5,Male,1,11,0,0,,
25,1,Control,1,11,0,0,,
25,3,Control,1,11,0,0,,
25,4,Control,1,11,0,0,,
25,5,Control,1,11,0,0,,
25,6,Control,1,11,0,0,,
2,1,Female,1,11,0,0,,
2,3,Female,1,11,0,0,,
2,5,Female,1,11,0,0,,
2,6,Female,1,11,0,0,,
2,7,Female,1,11,0,0,,
2,8,Female,1,11,0,0,,
2,10,Female,1,11,0,0,,
14,2,Male,1,11,1,0,,
14,3,Male,1,11,17,19,,
14,5,Male,1,11,19,29,,
14,6,Male,1,11,0,0,,
14,7,Male,1,11,0,0,,
26,2,Control,1,11,0,0,,
26,6,Control,1,11,0,0,,
26,8,Control,1,11,0,0,,
26,9,Control,1,11,0,0,,
26,10,Control,1,11,0,0,,
3,3,Female,1,11,0,0,,
3,5,Female,1,11,0,0,,
3,6,Female,1,11,0,0,,
3,7,Female,1,11,0,0,,
3,8,Female,1,11,0,0,,
3,10,Female,1,11,0,0,,
15,1,Male,1,11,0,0,,
15,2,Male,1,11,0,0,,
15,3,Male,1,11,13,15,,
15,4,Male,1,11,0,0,,
15,5,Male,1,11,0,0,,
27,2,Control,1,11,0,0,,
27,3,Control,1,11,0,0,,
27,4,Control,1,11,0,0,,
27,5,Control,1,11,0,0,,
27,6,Control,1,11,0,0,,
11,1,Female,1,11,0,0,,
11,3,Female,1,11,0,0,,
11,4,Female,1,11,0,0,,
11,5,Female,1,11,0,0,,
11,7,Female,1,11,0,0,,
23,1,Male,1,11,7,10,,
23,2,Male,1,11,0,0,,
23,3,Male,1,11,0,0,,
23,4,Male,1,11,0,0,,
23,5,Male,1,11,0,0,,
35,1,Control,1,11,11,15,,
35,2,Control,1,11,0,0,,
35,3,Control,1,11,0,0,,
35,4,Control,1,11,0,0,,
35,5,Control,1,11,1,0,,
12,6,Female,1,11,0,0,,
12,7,Female,1,11,0,0,,
12,8,Female,1,11,0,0,,
12,9,Female,1,11,17,37,,
24,1,Male,1,11,0,0,,
24,2,Male,1,11,0,0,,
24,4,Male,1,11,0,0,,
24,6,Male,1,11,0,0,,
24,8,Male,1,11,0,0,,
36,1,Control,1,11,0,0,,
36,2,Control,1,11,0,0,,
36,3,Control,1,11,0,0,,
36,4,Control,1,11,0,0,,
36,5,Control,1,11,0,0,,
4,1,Female,1,11,0,0,,
4,2,Female,1,11,0,0,,
4,7,Female,1,11,0,0,,
4,9,Female,1,11,3,2,,
16,1,Male,1,12,0,0,,
16,2,Male,1,12,0,0,,
16,3,Male,1,12,0,0,,
16,4,Male,1,12,0,0,,
16,5,Male,1,12,0,0,,
16,7,Male,1,12,0,0,,
28,1,Control,1,12,0,0,,
28,2,Control,1,12,9,5,,
28,4,Control,1,12,0,0,,
28,5,Control,1,12,0,0,,
28,6,Control,1,12,27,18,,
5,2,Female,1,12,23,33,,
5,3,Female,1,12,0,0,,
5,4,Female,1,12,0,0,,
5,5,Female,1,12,0,0,,
5,7,Female,1,12,0,0,,
17,1,Male,1,12,0,0,,
17,3,Male,1,12,10,18,,
17,4,Male,1,12,0,0,,
17,5,Male,1,12,0,0,,
17,6,Male,1,12,0,0,,
29,1,Control,1,12,0,0,,
29,3,Control,1,12,0,0,,
29,4,Control,1,12,0,0,,
29,5,Control,1,12,0,0,,
29,7,Control,1,12,0,0,,
6,1,Female,1,12,0,0,,
6,6,Female,1,12,0,0,,
6,7,Female,1,12,0,0,,
6,9,Female,1,12,19,13,,
6,10,Female,1,12,0,0,,
18,2,Male,1,12,0,0,,
18,3,Male,1,12,0,0,,
18,4,Male,1,12,0,0,,
18,6,Male,1,12,0,0,,
18,7,Male,1,12,0,0,,
30,1,Control,1,12,0,0,,
30,3,Control,1,12,0,0,,
30,4,Control,1,12,0,0,,
30,6,Control,1,12,0,0,,
30,7,Control,1,12,0,0,,
7,3,Female,1,12,0,0,,
7,4,Female,1,12,0,0,,
7,5,Female,1,12,0,0,,
7,6,Female,1,12,0,0,,
7,8,Female,1,12,0,0,,
19,1,Male,1,12,6,12,,
19,3,Male,1,12,0,0,,
19,5,Male,1,12,0,0,,
19,6,Male,1,12,0,0,,
19,8,Male,1,12,0,0,,
31,4,Control,1,12,0,0,,
31,5,Control,1,12,0,0,,
31,6,Control,1,12,0,0,,
31,7,Control,1,12,0,0,,
31,8,Control,1,12,0,0,,
8,3,Female,1,12,0,0,,
8,4,Female,1,12,0,0,,
8,7,Female,1,12,10,15,,
8,10,Female,1,12,0,0,,
20,2,Male,1,12,0,0,,
20,4,Male,1,12,0,0,,
20,5,Male,1,12,0,0,,
20,6,Male,1,12,0,0,,
20,7,Male,1,12,0,0,,
32,2,Control,1,12,0,0,,
32,3,Control,1,12,0,0,,
32,4,Control,1,12,0,0,,
32,5,Control,1,12,0,0,,
32,6,Control,1,12,0,0,,
9,1,Female,1,12,0,0,,
9,2,Female,1,12,0,0,,
9,4,Female,1,12,0,0,,
9,5,Female,1,12,0,0,,
9,6,Female,1,12,0,0,,
21,1,Male,1,12,0,0,,
21,2,Male,1,12,0,0,,
21,3,Male,1,12,9,14,,
21,5,Male,1,12,0,0,,
21,7,Male,1,12,0,0,,
33,4,Control,1,12,0,0,,
33,5,Control,1,12,0,0,,
33,7,Control,1,12,0,0,,
33,8,Control,1,12,0,0,,
10,2,Female,1,12,0,0,,
10,3,Female,1,12,0,0,,
10,4,Female,1,12,0,0,,
10,5,Female,1,12,0,0,,
10,6,Female,1,12,0,0,,
22,3,Male,1,12,0,0,,
22,6,Male,1,12,0,0,,
22,8,Male,1,12,0,0,,
22,9,Male,1,12,0,0,,
34,1,Control,1,12,0,0,,
34,2,Control,1,12,0,0,,
34,3,Control,1,12,0,0,,
34,5,Control,1,12,0,0,,
34,6,Control,1,12,0,0,,
1,1,Female,1,12,0,0,,
1,4,Female,1,12,0,0,,
1,5,Female,1,12,0,0,,
1,6,Female,1,12,0,0,,
1,8,Female,1,12,0,0,,
13,1,Male,1,12,26,38,,
13,2,Male,1,12,0,0,,
13,4,Male,1,12,0,0,,
13,5,Male,1,12,0,0,,
25,1,Control,1,12,0,0,,
25,3,Control,1,12,0,0,,
25,4,Control,1,12,0,0,,
25,5,Control,1,12,0,0,,
25,6,Control,1,12,0,0,,
2,1,Female,1,12,0,0,,
2,3,Female,1,12,0,0,,
2,5,Female,1,12,0,0,,
2,6,Female,1,12,0,0,,
2,7,Female,1,12,0,0,,
2,8,Female,1,12,0,0,,
2,10,Female,1,12,0,0,,
14,2,Male,1,12,0,0,,
14,3,Male,1,12,20,24,,
14,5,Male,1,12,13,20,,
14,6,Male,1,12,0,0,,
14,7,Male,1,12,0,0,,
26,2,Control,1,12,0,0,,
26,6,Control,1,12,0,0,,
26,8,Control,1,12,0,0,,
26,9,Control,1,12,0,0,,
26,10,Control,1,12,0,0,,
3,3,Female,1,12,0,0,,
3,5,Female,1,12,0,0,,
3,6,Female,1,12,0,0,,
3,7,Female,1,12,0,0,,
3,8,Female,1,12,0,0,,
3,10,Female,1,12,0,0,,
15,1,Male,1,12,0,0,,
15,2,Male,1,12,0,0,,
15,3,Male,1,12,13,14,,
15,4,Male,1,12,0,0,,
15,5,Male,1,12,0,0,,
27,2,Control,1,12,0,0,,
27,3,Control,1,12,0,0,,
27,4,Control,1,12,0,0,,
27,5,Control,1,12,0,0,,
27,6,Control,1,12,0,0,,
11,1,Female,1,12,0,0,,
11,3,Female,1,12,0,0,,
11,4,Female,1,12,0,0,,
11,5,Female,1,12,0,0,,
11,7,Female,1,12,0,0,,
23,1,Male,1,12,0,0,,
23,2,Male,1,12,0,0,,
23,3,Male,1,12,0,0,,
23,4,Male,1,12,0,0,,
23,5,Male,1,12,0,0,,
35,1,Control,1,12,0,0,,
35,2,Control,1,12,0,0,,
35,3,Control,1,12,0,0,,
35,4,Control,1,12,0,0,,
35,5,Control,1,12,0,0,,
12,6,Female,1,12,0,0,,
12,7,Female,1,12,0,0,,
12,8,Female,1,12,0,0,,
12,9,Female,1,12,20,21,,
24,1,Male,1,12,0,0,,
24,2,Male,1,12,0,0,,
24,4,Male,1,12,0,0,,
24,6,Male,1,12,0,0,,
24,8,Male,1,12,0,0,,
36,1,Control,1,12,0,0,,
36,2,Control,1,12,0,0,,
36,3,Control,1,12,0,0,,
36,4,Control,1,12,0,0,,
36,5,Control,1,12,0,0,,
4,1,Female,1,12,0,0,,
4,2,Female,1,12,0,0,,
4,7,Female,1,12,0,0,,
4,9,Female,1,12,0,3,,
16,1,Male,1,13,0,0,,
16,2,Male,1,13,0,0,,
16,3,Male,1,13,0,0,,
16,4,Male,1,13,0,0,,
16,5,Male,1,13,0,0,,
16,7,Male,1,13,0,0,,
28,1,Control,1,13,0,0,,
28,2,Control,1,13,20,27,,
28,4,Control,1,13,0,0,,
28,5,Control,1,13,0,0,,
28,6,Control,1,13,26,34,,
5,2,Female,1,13,11,12,,
5,3,Female,1,13,0,0,,
5,4,Female,1,13,0,0,,
5,5,Female,1,13,0,0,,
5,7,Female,1,13,0,0,,
17,1,Male,1,13,0,0,,
17,3,Male,1,13,0,0,,
17,4,Male,1,13,0,0,,
17,5,Male,1,13,0,0,,
17,6,Male,1,13,0,0,,
29,1,Control,1,13,0,0,,
29,3,Control,1,13,0,0,,
29,4,Control,1,13,0,0,,
29,5,Control,1,13,0,0,,
29,7,Control,1,13,0,0,,
6,1,Female,1,13,0,0,,
6,6,Female,1,13,0,0,,
6,7,Female,1,13,0,0,,
6,9,Female,1,13,27,35,,
6,10,Female,1,13,0,0,,
18,2,Male,1,13,0,0,,
18,3,Male,1,13,0,0,,
18,4,Male,1,13,0,0,,
18,6,Male,1,13,0,0,,
18,7,Male,1,13,0,0,,
30,1,Control,1,13,0,0,,
30,3,Control,1,13,0,0,,
30,4,Control,1,13,0,0,,
30,6,Control,1,13,0,0,,
30,7,Control,1,13,0,0,,
7,3,Female,1,13,0,0,,
7,4,Female,1,13,0,0,,
7,5,Female,1,13,0,0,,
7,6,Female,1,13,0,0,,
7,8,Female,1,13,0,0,,
19,1,Male,1,13,16,23,,
19,3,Male,1,13,0,0,,
19,5,Male,1,13,0,0,,
19,6,Male,1,13,0,0,,
19,8,Male,1,13,0,0,,
31,4,Control,1,13,0,0,,
31,5,Control,1,13,0,0,,
31,6,Control,1,13,0,0,,
31,7,Control,1,13,0,0,,
31,8,Control,1,13,0,0,,
8,3,Female,1,13,0,0,,
8,4,Female,1,13,0,0,,
8,7,Female,1,13,0,0,,
8,10,Female,1,13,0,0,,
20,2,Male,1,13,0,0,,
20,4,Male,1,13,0,0,,
20,5,Male,1,13,0,0,,
20,6,Male,1,13,0,0,,
20,7,Male,1,13,0,0,,
32,2,Control,1,13,0,0,,
32,3,Control,1,13,0,0,,
32,4,Control,1,13,0,0,,
32,5,Control,1,13,0,0,,
32,6,Control,1,13,0,0,,
9,1,Female,1,13,0,0,,
9,2,Female,1,13,0,0,,
9,4,Female,1,13,0,0,,
9,5,Female,1,13,0,0,,
9,6,Female,1,13,0,0,,
21,1,Male,1,13,0,0,,
21,2,Male,1,13,0,0,,
21,3,Male,1,13,0,0,,
21,5,Male,1,13,0,0,,
21,7,Male,1,13,0,0,,
33,4,Control,1,13,0,0,,
33,5,Control,1,13,0,0,,
33,7,Control,1,13,0,0,,
33,8,Control,1,13,0,0,,
10,2,Female,1,13,0,0,,
10,3,Female,1,13,0,0,,
10,4,Female,1,13,0,0,,
10,5,Female,1,13,0,0,,
10,6,Female,1,13,0,0,,
22,3,Male,1,13,0,0,,
22,6,Male,1,13,11,15,,
22,8,Male,1,13,0,0,,
22,9,Male,1,13,0,0,,
34,1,Control,1,13,0,0,,
34,2,Control,1,13,0,0,,
34,3,Control,1,13,0,0,,
34,5,Control,1,13,0,0,,
34,6,Control,1,13,0,0,,
1,1,Female,1,13,0,0,,
1,4,Female,1,13,0,0,,
1,5,Female,1,13,NA,NA,,
1,6,Female,1,13,0,0,,
1,8,Female,1,13,0,0,,
13,1,Male,1,13,30,46,,
13,2,Male,1,13,0,0,,
13,4,Male,1,13,0,0,,
13,5,Male,1,13,0,0,,
25,1,Control,1,13,0,0,,
25,3,Control,1,13,0,0,,
25,4,Control,1,13,0,0,,
25,5,Control,1,13,0,0,,
25,6,Control,1,13,0,0,,
2,1,Female,1,13,0,0,,
2,3,Female,1,13,0,0,,
2,5,Female,1,13,0,0,,
2,6,Female,1,13,NA,NA,,
2,7,Female,1,13,0,0,,
2,8,Female,1,13,0,0,,
2,10,Female,1,13,0,0,,
14,2,Male,1,13,0,0,,
14,3,Male,1,13,29,32,,
14,5,Male,1,13,13,15,,
14,6,Male,1,13,0,0,,
14,7,Male,1,13,0,0,,
26,2,Control,1,13,0,0,,
26,6,Control,1,13,0,0,,
26,8,Control,1,13,0,0,,
26,9,Control,1,13,0,0,,
26,10,Control,1,13,0,0,,
3,3,Female,1,13,0,0,,
3,5,Female,1,13,0,0,,
3,6,Female,1,13,0,0,,
3,7,Female,1,13,0,0,,
3,8,Female,1,13,0,0,,
3,10,Female,1,13,0,0,,
15,1,Male,1,13,0,0,,
15,2,Male,1,13,0,0,,
15,3,Male,1,13,16,21,,
15,4,Male,1,13,0,0,,
15,5,Male,1,13,0,0,,
27,2,Control,1,13,0,0,,
27,3,Control,1,13,0,0,,
27,4,Control,1,13,0,0,,
27,5,Control,1,13,0,0,,
27,6,Control,1,13,0,0,,
11,1,Female,1,13,0,0,,
11,3,Female,1,13,0,0,,
11,4,Female,1,13,0,0,,
11,5,Female,1,13,0,0,,
11,7,Female,1,13,0,0,,
23,1,Male,1,13,0,0,,
23,2,Male,1,13,0,0,,
23,3,Male,1,13,0,0,,
23,4,Male,1,13,0,0,,
23,5,Male,1,13,0,0,,
35,1,Control,1,13,0,0,,
35,2,Control,1,13,0,0,,
35,3,Control,1,13,0,0,,
35,4,Control,1,13,0,0,,
35,5,Control,1,13,0,0,,
12,6,Female,1,13,0,0,,
12,7,Female,1,13,0,0,,
12,8,Female,1,13,0,0,,
12,9,Female,1,13,16,28,,
24,1,Male,1,13,0,0,,
24,2,Male,1,13,0,0,,
24,4,Male,1,13,0,0,,
24,6,Male,1,13,0,0,,
24,8,Male,1,13,NA,NA,,
36,1,Control,1,13,0,0,,
36,2,Control,1,13,0,0,,
36,3,Control,1,13,0,0,,
36,4,Control,1,13,0,0,,
36,5,Control,1,13,0,0,,
4,1,Female,1,13,0,0,,
4,2,Female,1,13,0,0,,
4,7,Female,1,13,0,0,,
4,9,Female,1,13,0,0,,
16,1,Male,1,14,0,0,,
16,2,Male,1,14,0,0,,
16,3,Male,1,14,0,0,,
16,4,Male,1,14,0,0,,
16,5,Male,1,14,0,0,,
16,7,Male,1,14,0,0,,
28,1,Control,1,14,0,0,,
28,2,Control,1,14,13,16,,
28,4,Control,1,14,0,0,,
28,5,Control,1,14,0,0,,
28,6,Control,1,14,4,4,,
5,2,Female,1,14,24,22,,
5,3,Female,1,14,0,0,,
5,4,Female,1,14,0,0,,
5,5,Female,1,14,0,0,,
5,7,Female,1,14,0,0,,
17,1,Male,1,14,0,0,,
17,3,Male,1,14,0,0,,
17,4,Male,1,14,0,0,,
17,5,Male,1,14,0,0,,
17,6,Male,1,14,0,0,,
29,1,Control,1,14,0,0,,
29,3,Control,1,14,0,0,,
29,4,Control,1,14,0,0,,
29,5,Control,1,14,0,0,,
29,7,Control,1,14,0,0,,
6,1,Female,1,14,0,0,,
6,6,Female,1,14,0,0,,
6,7,Female,1,14,0,0,,
6,9,Female,1,14,13,22,,
6,10,Female,1,14,0,0,,
18,2,Male,1,14,0,0,,
18,3,Male,1,14,0,0,,
18,4,Male,1,14,0,0,,
18,6,Male,1,14,0,0,,
18,7,Male,1,14,0,0,,
30,1,Control,1,14,0,0,,
30,3,Control,1,14,0,0,,
30,4,Control,1,14,0,0,,
30,6,Control,1,14,0,0,,
30,7,Control,1,14,0,0,,
7,3,Female,1,14,0,0,,
7,4,Female,1,14,0,0,,
7,5,Female,1,14,0,0,,
7,6,Female,1,14,0,0,,
7,8,Female,1,14,0,0,,
19,1,Male,1,14,20,22,,
19,3,Male,1,14,0,0,,
19,5,Male,1,14,0,0,,
19,6,Male,1,14,0,0,,
19,8,Male,1,14,0,0,,
31,4,Control,1,14,0,0,,
31,5,Control,1,14,0,0,,
31,6,Control,1,14,0,0,,
31,7,Control,1,14,0,0,,
31,8,Control,1,14,0,0,,
8,3,Female,1,14,0,0,,
8,4,Female,1,14,0,0,,
8,7,Female,1,14,0,0,,
8,10,Female,1,14,0,0,,
20,2,Male,1,14,0,0,,
20,4,Male,1,14,0,0,,
20,5,Male,1,14,0,0,,
20,6,Male,1,14,0,0,,
20,7,Male,1,14,0,0,,
32,2,Control,1,14,0,0,,
32,3,Control,1,14,0,0,,
32,4,Control,1,14,0,0,,
32,5,Control,1,14,0,0,,
32,6,Control,1,14,0,0,,
9,1,Female,1,14,0,0,,
9,2,Female,1,14,0,0,,
9,4,Female,1,14,0,0,,
9,5,Female,1,14,0,0,,
9,6,Female,1,14,0,0,,
21,1,Male,1,14,0,0,,
21,2,Male,1,14,0,0,,
21,3,Male,1,14,0,0,,
21,5,Male,1,14,0,0,,
21,7,Male,1,14,0,0,,
33,4,Control,1,14,0,0,,
33,5,Control,1,14,0,0,,
33,7,Control,1,14,0,0,,
33,8,Control,1,14,0,0,,
10,2,Female,1,14,0,0,,
10,3,Female,1,14,0,0,,
10,4,Female,1,14,0,0,,
10,5,Female,1,14,0,0,,
10,6,Female,1,14,0,0,,
22,3,Male,1,14,0,0,,
22,6,Male,1,14,0,1,,
22,8,Male,1,14,0,0,,
22,9,Male,1,14,0,0,,
34,1,Control,1,14,0,0,,
34,2,Control,1,14,0,0,,
34,3,Control,1,14,0,0,,
34,5,Control,1,14,0,0,,
34,6,Control,1,14,0,0,,
1,1,Female,1,14,0,0,,
1,4,Female,1,14,0,0,,
1,5,Female,1,14,NA,NA,,
1,6,Female,1,14,0,0,,
1,8,Female,1,14,0,0,,
13,1,Male,1,14,29,30,,
13,2,Male,1,14,0,0,,
13,4,Male,1,14,0,0,,
13,5,Male,1,14,0,0,,
25,1,Control,1,14,0,0,,
25,3,Control,1,14,0,0,,
25,4,Control,1,14,0,0,,
25,5,Control,1,14,0,0,,
25,6,Control,1,14,0,0,,
2,1,Female,1,14,0,0,,
2,3,Female,1,14,0,0,,
2,5,Female,1,14,0,0,,
2,6,Female,1,14,NA,NA,,
2,7,Female,1,14,0,0,,
2,8,Female,1,14,0,0,,
2,10,Female,1,14,0,0,,
14,2,Male,1,14,0,0,,
14,3,Male,1,14,26,23,,
14,5,Male,1,14,0,0,,
14,6,Male,1,14,0,0,,
14,7,Male,1,14,0,0,,
26,2,Control,1,14,0,0,,
26,6,Control,1,14,0,0,,
26,8,Control,1,14,0,0,,
26,9,Control,1,14,0,0,,
26,10,Control,1,14,0,0,,
3,3,Female,1,14,0,0,,
3,5,Female,1,14,0,0,,
3,6,Female,1,14,0,0,,
3,7,Female,1,14,0,0,,
3,8,Female,1,14,0,0,,
3,10,Female,1,14,0,0,,
15,1,Male,1,14,0,0,,
15,2,Male,1,14,0,0,,
15,3,Male,1,14,12,14,,
15,4,Male,1,14,0,0,,
15,5,Male,1,14,0,0,,
27,2,Control,1,14,0,0,,
27,3,Control,1,14,0,0,,
27,4,Control,1,14,0,0,,
27,5,Control,1,14,0,0,,
27,6,Control,1,14,0,0,,
11,1,Female,1,14,0,0,,
11,3,Female,1,14,0,0,,
11,4,Female,1,14,0,0,,
11,5,Female,1,14,0,0,,
11,7,Female,1,14,0,0,,
23,1,Male,1,14,0,0,,
23,2,Male,1,14,0,0,,
23,3,Male,1,14,0,0,,
23,4,Male,1,14,0,0,,
23,5,Male,1,14,0,0,,
35,1,Control,1,14,0,0,,
35,2,Control,1,14,0,0,,
35,3,Control,1,14,0,0,,
35,4,Control,1,14,0,0,,
35,5,Control,1,14,0,0,,
12,6,Female,1,14,0,0,,
12,7,Female,1,14,0,0,,
12,8,Female,1,14,0,0,,
12,9,Female,1,14,26,19,,
24,1,Male,1,14,0,0,,
24,2,Male,1,14,0,0,,
24,4,Male,1,14,0,0,,
24,6,Male,1,14,0,0,,
24,8,Male,1,14,NA,NA,,
36,1,Control,1,14,0,0,,
36,2,Control,1,14,0,0,,
36,3,Control,1,14,0,0,,
36,4,Control,1,14,0,0,,
36,5,Control,1,14,0,0,,
4,1,Female,1,14,0,0,,
4,2,Female,1,14,0,0,,
4,7,Female,1,14,0,0,,
4,9,Female,1,14,0,0,,
16,1,Male,1,15,0,0,,
16,2,Male,1,15,0,0,,
16,3,Male,1,15,0,0,,
16,4,Male,1,15,0,0,,
16,5,Male,1,15,0,0,,
16,7,Male,1,15,0,0,,
28,1,Control,1,15,0,0,,
28,2,Control,1,15,6,21,,
28,4,Control,1,15,0,0,,
28,5,Control,1,15,0,0,,
28,6,Control,1,15,1,1,,
5,2,Female,1,15,0,0,,
5,3,Female,1,15,0,0,,
5,4,Female,1,15,0,0,,
5,5,Female,1,15,0,0,,
5,7,Female,1,15,0,0,,
17,1,Male,1,15,0,0,,
17,3,Male,1,15,0,0,,
17,4,Male,1,15,0,0,,
17,5,Male,1,15,0,0,,
17,6,Male,1,15,0,0,,
29,1,Control,1,15,0,0,,
29,3,Control,1,15,0,0,,
29,4,Control,1,15,0,0,,
29,5,Control,1,15,0,0,,
29,7,Control,1,15,0,0,,
6,1,Female,1,15,0,0,,
6,6,Female,1,15,0,0,,
6,7,Female,1,15,0,0,,
6,9,Female,1,15,9,10,,
6,10,Female,1,15,0,0,,
18,2,Male,1,15,0,0,,
18,3,Male,1,15,0,0,,
18,4,Male,1,15,0,0,,
18,6,Male,1,15,0,0,,
18,7,Male,1,15,0,0,,
30,1,Control,1,15,0,0,,
30,3,Control,1,15,0,0,,
30,4,Control,1,15,0,0,,
30,6,Control,1,15,0,0,,
30,7,Control,1,15,0,0,,
7,3,Female,1,15,0,0,,
7,4,Female,1,15,0,0,,
7,5,Female,1,15,0,0,,
7,6,Female,1,15,0,0,,
7,8,Female,1,15,0,0,,
19,1,Male,1,15,5,12,,
19,3,Male,1,15,0,0,,
19,5,Male,1,15,0,0,,
19,6,Male,1,15,0,0,,
19,8,Male,1,15,0,0,,
31,4,Control,1,15,0,0,,
31,5,Control,1,15,0,0,,
31,6,Control,1,15,0,0,,
31,7,Control,1,15,0,0,,
31,8,Control,1,15,0,0,,
8,3,Female,1,15,0,0,,
8,4,Female,1,15,0,0,,
8,7,Female,1,15,0,0,,
8,10,Female,1,15,0,0,,
20,2,Male,1,15,0,0,,
20,4,Male,1,15,0,0,,
20,5,Male,1,15,0,0,,
20,6,Male,1,15,0,0,,
20,7,Male,1,15,0,0,,
32,2,Control,1,15,0,0,,
32,3,Control,1,15,0,0,,
32,4,Control,1,15,0,0,,
32,5,Control,1,15,0,0,,
32,6,Control,1,15,0,0,,
9,1,Female,1,15,0,0,,
9,2,Female,1,15,0,0,,
9,4,Female,1,15,0,0,,
9,5,Female,1,15,0,0,,
9,6,Female,1,15,0,0,,
21,1,Male,1,15,0,0,,
21,2,Male,1,15,0,0,,
21,3,Male,1,15,0,0,,
21,5,Male,1,15,0,0,,
21,7,Male,1,15,0,0,,
33,4,Control,1,15,0,0,,
33,5,Control,1,15,0,0,,
33,7,Control,1,15,0,0,,
33,8,Control,1,15,0,0,,
10,2,Female,1,15,0,0,,
10,3,Female,1,15,0,0,,
10,4,Female,1,15,0,0,,
10,5,Female,1,15,0,0,,
10,6,Female,1,15,0,0,,
22,3,Male,1,15,0,0,,
22,6,Male,1,15,0,1,,
22,8,Male,1,15,0,0,,
22,9,Male,1,15,0,0,,
34,1,Control,1,15,0,0,,
34,2,Control,1,15,0,0,,
34,3,Control,1,15,0,0,,
34,5,Control,1,15,0,0,,
34,6,Control,1,15,0,0,,
1,1,Female,1,15,0,0,,
1,4,Female,1,15,0,0,,
1,5,Female,1,15,NA,NA,,
1,6,Female,1,15,0,0,,
1,8,Female,1,15,0,0,,
13,1,Male,1,15,33,31,,
13,2,Male,1,15,0,0,,
13,4,Male,1,15,0,0,,
13,5,Male,1,15,0,0,,
25,1,Control,1,15,0,0,,
25,3,Control,1,15,0,0,,
25,4,Control,1,15,0,0,,
25,5,Control,1,15,0,0,,
25,6,Control,1,15,0,0,,
2,1,Female,1,15,0,0,,
2,3,Female,1,15,0,0,,
2,5,Female,1,15,0,0,,
2,6,Female,1,15,NA,NA,,
2,7,Female,1,15,0,0,,
2,8,Female,1,15,0,0,,
2,10,Female,1,15,0,0,,
14,2,Male,1,15,0,0,,
14,3,Male,1,15,8,11,,
14,5,Male,1,15,0,0,,
14,6,Male,1,15,0,0,,
14,7,Male,1,15,0,0,,
26,2,Control,1,15,0,0,,
26,6,Control,1,15,0,0,,
26,8,Control,1,15,0,0,,
26,9,Control,1,15,0,0,,
26,10,Control,1,15,0,0,,
3,3,Female,1,15,0,0,,
3,5,Female,1,15,0,0,,
3,6,Female,1,15,0,0,,
3,7,Female,1,15,0,0,,
3,8,Female,1,15,0,0,,
3,10,Female,1,15,0,0,,
15,1,Male,1,15,0,0,,
15,2,Male,1,15,0,0,,
15,3,Male,1,15,8,5,,
15,4,Male,1,15,0,0,,
